Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,AverageScore,TotalScore,PerformanceCategory,StrongestSubject,WeakestSubject,ScoreBalance,HighPerformer,WklyStudyHours_Numeric,SiblingCategory
832,male,group C,high school,free/reduced,none,single,sometimes,yes,1.0,private,> 10,33,27.5,29.0,29.833333333333332,89.5,Poor,Math,Reading,2.8431203515386634,0,12.5,One Sibling
833,male,group D,high school,standard,,married,regularly,yes,2.0,school_bus,5 - 10,80,83.0,75.0,79.33333333333333,238.0,Good,Reading,Writing,4.041451884327381,0,7.5,2-3 Siblings
834,male,,high school,standard,none,divorced,never,yes,2.0,school_bus,< 5,40,42.0,38.0,40.0,120.0,Poor,Reading,Writing,2.0,0,2.5,2-3 Siblings
835,female,group D,master's degree,free/reduced,completed,single,never,yes,2.0,private,< 5,72,81.0,84.0,79.0,237.0,Good,Writing,Math,6.244997998398398,0,2.5,2-3 Siblings
836,female,group B,some college,free/reduced,none,divorced,regularly,no,1.0,private,< 5,65,67.0,65.0,65.66666666666667,197.0,Average,Reading,Math,1.1547005383792517,0,2.5,One Sibling
837,male,group C,bachelor's degree,free/reduced,none,married,regularly,yes,4.0,school_bus,5 - 10,75,74.0,63.0,70.66666666666667,212.0,Good,Math,Writing,6.6583281184793925,0,7.5,4+ Siblings
838,male,,bachelor's degree,standard,completed,divorced,regularly,yes,1.0,school_bus,5 - 10,95,87.0,93.0,91.66666666666667,275.0,Excellent,Math,Reading,4.163331998932265,1,7.5,One Sibling
839,male,group D,high school,standard,none,married,sometimes,yes,0.0,private,< 5,84,85.0,84.0,84.33333333333333,253.0,Very Good,Reading,Math,0.5773502691896257,1,2.5,Only Child
840,male,group D,some college,standard,,married,sometimes,yes,2.0,school_bus,< 5,79,70.0,69.0,72.66666666666667,218.0,Good,Math,Writing,5.507570547286102,0,2.5,2-3 Siblings
841,male,group C,some college,standard,completed,single,sometimes,yes,1.0,school_bus,> 10,98,90.0,85.0,91.0,273.0,Excellent,Math,Writing,6.557438524302,1,12.5,One Sibling
842,male,group D,high school,free/reduced,none,single,sometimes,no,1.0,school_bus,5 - 10,42,41.0,38.0,40.333333333333336,121.0,Poor,Math,Writing,2.0816659994661326,0,7.5,One Sibling
843,male,group E,master's degree,free/reduced,none,single,never,no,2.0,,< 5,76,71.0,69.0,72.0,216.0,Good,Math,Writing,3.605551275463989,0,2.5,2-3 Siblings
844,female,group B,bachelor's degree,standard,none,married,sometimes,no,6.0,school_bus,5 - 10,68,71.0,72.0,70.33333333333333,211.0,Good,Writing,Math,2.081665999466133,0,7.5,4+ Siblings
845,male,group C,high school,standard,completed,single,sometimes,yes,1.0,private,< 5,69,78.0,70.0,72.33333333333333,217.0,Good,Reading,Math,4.932882862316247,0,2.5,One Sibling
846,male,group C,some college,standard,completed,single,sometimes,no,3.0,school_bus,5 - 10,82,84.0,78.0,81.33333333333333,244.0,Very Good,Reading,Writing,3.055050463303893,1,7.5,2-3 Siblings
847,male,group A,high school,standard,completed,single,sometimes,yes,,private,5 - 10,85,83.0,76.0,81.33333333333333,244.0,Very Good,Math,Writing,4.725815626252608,1,7.5,4+ Siblings
848,male,group D,high school,free/reduced,completed,single,sometimes,yes,2.0,school_bus,5 - 10,52,48.0,50.0,50.0,150.0,Below Average,Math,Reading,2.0,0,7.5,2-3 Siblings
849,male,group D,master's degree,standard,none,single,regularly,yes,,private,5 - 10,72,74.0,72.0,72.66666666666667,218.0,Good,Reading,Math,1.1547005383792517,0,7.5,4+ Siblings
850,male,group B,,standard,none,married,regularly,yes,2.0,private,> 10,76,67.0,64.0,69.0,207.0,Average,Math,Writing,6.244997998398398,0,12.5,2-3 Siblings
851,female,group C,some high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,62,75.0,75.0,70.66666666666667,212.0,Good,Reading,Math,7.505553499465136,0,7.5,2-3 Siblings
852,female,group B,high school,standard,completed,single,regularly,no,1.0,school_bus,< 5,62,75.0,72.0,69.66666666666667,209.0,Average,Reading,Math,6.8068592855540455,0,2.5,One Sibling
853,male,group B,associate's degree,free/reduced,completed,single,sometimes,no,5.0,private,5 - 10,69,77.0,68.0,71.33333333333333,214.0,Good,Reading,Writing,4.932882862316247,0,7.5,4+ Siblings
854,female,group E,some college,free/reduced,none,married,sometimes,no,4.0,private,5 - 10,68,81.0,80.0,76.33333333333333,229.0,Good,Reading,Math,7.234178138070236,0,7.5,4+ Siblings
855,male,group E,bachelor's degree,standard,completed,married,regularly,yes,0.0,private,5 - 10,100,100.0,96.0,98.66666666666667,296.0,Excellent,Math,Writing,2.3094010767585034,1,7.5,Only Child
856,male,group E,some high school,free/reduced,completed,single,sometimes,yes,1.0,school_bus,< 5,78,62.0,65.0,68.33333333333333,205.0,Average,Math,Reading,8.504900548115383,0,2.5,One Sibling
857,male,group D,associate's degree,free/reduced,none,married,regularly,no,,private,> 10,82,75.0,76.0,77.66666666666667,233.0,Good,Math,Reading,3.7859388972001824,0,12.5,4+ Siblings
858,male,group D,some college,standard,none,divorced,sometimes,yes,3.0,school_bus,5 - 10,67,65.0,64.0,65.33333333333333,196.0,Average,Math,Writing,1.5275252316519468,0,7.5,2-3 Siblings
859,female,group C,some college,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,61,80.0,78.0,73.0,219.0,Good,Reading,Math,10.44030650891055,0,7.5,2-3 Siblings
860,female,group C,some college,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,46,56.0,58.0,53.333333333333336,160.0,Below Average,Writing,Math,6.429100507328637,0,7.5,Only Child
861,female,group D,some high school,standard,none,divorced,regularly,yes,1.0,school_bus,5 - 10,81,86.0,80.0,82.33333333333333,247.0,Very Good,Reading,Writing,3.214550253664318,1,7.5,One Sibling
862,male,group C,master's degree,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,66,62.0,56.0,61.333333333333336,184.0,Average,Math,Writing,5.033222956847167,0,7.5,One Sibling
863,female,group E,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,< 5,80,87.0,91.0,86.0,258.0,Very Good,Writing,Math,5.5677643628300215,1,2.5,One Sibling
864,male,group D,high school,standard,,married,regularly,no,5.0,,< 5,88,79.0,83.0,83.33333333333333,250.0,Very Good,Math,Reading,4.509249752822894,1,2.5,4+ Siblings
865,male,group E,high school,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,93,71.0,69.0,77.66666666666667,233.0,Good,Math,Writing,13.316656236958787,0,7.5,One Sibling
866,female,group B,some college,standard,none,married,sometimes,yes,4.0,private,5 - 10,60,66.0,69.0,65.0,195.0,Average,Writing,Math,4.58257569495584,0,7.5,4+ Siblings
867,female,group E,some college,standard,completed,single,sometimes,no,,private,> 10,72,82.0,86.0,80.0,240.0,Very Good,Writing,Math,7.211102550927978,1,12.5,4+ Siblings
868,male,group E,some college,free/reduced,none,married,sometimes,yes,4.0,school_bus,< 5,81,74.0,78.0,77.66666666666667,233.0,Good,Math,Reading,3.511884584284246,0,2.5,4+ Siblings
869,female,group D,high school,standard,none,married,sometimes,yes,0.0,school_bus,< 5,73,72.0,71.0,72.0,216.0,Good,Math,Writing,1.0,0,2.5,Only Child
870,female,group B,some college,free/reduced,none,single,never,yes,0.0,school_bus,> 10,49,65.0,65.0,59.666666666666664,179.0,Below Average,Reading,Math,9.237604307034013,0,12.5,Only Child
871,male,group C,bachelor's degree,standard,,married,sometimes,yes,0.0,school_bus,5 - 10,95,85.0,82.0,87.33333333333333,262.0,Very Good,Math,Writing,6.8068592855540455,1,7.5,Only Child
872,male,group E,some college,standard,completed,single,sometimes,yes,4.0,private,5 - 10,97,90.0,91.0,92.66666666666667,278.0,Excellent,Math,Reading,3.7859388972001824,1,7.5,4+ Siblings
873,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,1.0,,> 10,72,65.0,66.0,67.66666666666667,203.0,Average,Math,Reading,3.7859388972001824,0,12.5,One Sibling
874,male,group C,associate's degree,standard,none,divorced,sometimes,yes,0.0,private,5 - 10,81,72.0,74.0,75.66666666666667,227.0,Good,Math,Reading,4.725815626252608,0,7.5,Only Child
875,female,group C,associate's degree,free/reduced,none,married,regularly,no,2.0,private,> 10,66,77.0,75.0,72.66666666666667,218.0,Good,Reading,Math,5.8594652770823155,0,12.5,2-3 Siblings
876,female,group D,bachelor's degree,standard,none,married,never,yes,3.0,private,> 10,80,79.0,84.0,81.0,243.0,Very Good,Writing,Reading,2.6457513110645907,1,12.5,2-3 Siblings
877,male,group C,bachelor's degree,free/reduced,completed,single,regularly,yes,0.0,private,5 - 10,80,78.0,79.0,79.0,237.0,Good,Math,Reading,1.0,0,7.5,Only Child
878,male,group E,some college,free/reduced,none,single,sometimes,yes,1.0,school_bus,> 10,94,71.0,70.0,78.33333333333333,235.0,Good,Math,Writing,13.576941236277534,0,12.5,One Sibling
879,female,group D,associate's degree,free/reduced,none,married,sometimes,no,,school_bus,5 - 10,69,82.0,87.0,79.33333333333333,238.0,Good,Writing,Math,9.29157324317757,0,7.5,4+ Siblings
880,female,group C,some college,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,60,64.0,68.0,64.0,192.0,Average,Writing,Math,4.0,0,7.5,2-3 Siblings
882,male,,high school,standard,none,married,,no,4.0,school_bus,< 5,68,64.0,59.0,63.666666666666664,191.0,Average,Math,Writing,4.509249752822894,0,2.5,4+ Siblings
883,male,group E,,free/reduced,none,married,sometimes,yes,,school_bus,< 5,83,78.0,74.0,78.33333333333333,235.0,Good,Math,Writing,4.509249752822894,0,2.5,4+ Siblings
884,female,group E,high school,standard,none,married,never,no,1.0,private,5 - 10,82,93.0,94.0,89.66666666666667,269.0,Very Good,Writing,Math,6.6583281184793925,1,7.5,One Sibling
886,male,group B,some college,standard,completed,married,regularly,no,3.0,school_bus,5 - 10,81,86.0,80.0,82.33333333333333,247.0,Very Good,Reading,Writing,3.214550253664318,1,7.5,2-3 Siblings
887,female,group C,some high school,standard,none,single,regularly,yes,2.0,private,> 10,68,75.0,77.0,73.33333333333333,220.0,Good,Writing,Math,4.725815626252608,0,12.5,2-3 Siblings
888,male,group C,some college,free/reduced,completed,married,regularly,yes,1.0,school_bus,> 10,47,48.0,46.0,47.0,141.0,Poor,Reading,Writing,1.0,0,12.5,One Sibling
889,female,group C,,standard,none,divorced,sometimes,no,1.0,school_bus,5 - 10,67,80.0,76.0,74.33333333333333,223.0,Good,Reading,Math,6.658328118479393,0,7.5,One Sibling
890,male,,master's degree,standard,completed,married,regularly,yes,1.0,private,> 10,86,73.0,77.0,78.66666666666667,236.0,Good,Math,Reading,6.658328118479393,0,12.5,One Sibling
892,female,group B,high school,standard,,married,sometimes,no,1.0,,< 5,59,65.0,63.0,62.333333333333336,187.0,Average,Reading,Math,3.0550504633038935,0,2.5,One Sibling
893,male,group C,master's degree,standard,none,,regularly,yes,4.0,school_bus,> 10,100,89.0,87.0,92.0,276.0,Excellent,Math,Writing,7.0,1,12.5,4+ Siblings
894,female,group D,high school,standard,completed,married,never,yes,3.0,school_bus,> 10,90,98.0,99.0,95.66666666666667,287.0,Excellent,Writing,Math,4.932882862316247,1,12.5,2-3 Siblings
895,male,,associate's degree,standard,none,married,sometimes,yes,2.0,private,< 5,54,60.0,57.0,57.0,171.0,Below Average,Reading,Math,3.0,0,2.5,2-3 Siblings
896,male,group B,associate's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,45,44.0,48.0,45.666666666666664,137.0,Poor,Writing,Reading,2.0816659994661326,0,2.5,One Sibling
897,male,group C,master's degree,standard,completed,single,regularly,,1.0,private,< 5,71,76.0,79.0,75.33333333333333,226.0,Good,Writing,Math,4.041451884327381,0,2.5,One Sibling
898,female,group C,associate's degree,standard,none,divorced,regularly,yes,0.0,school_bus,< 5,89,90.0,95.0,91.33333333333333,274.0,Excellent,Writing,Math,3.214550253664318,1,2.5,Only Child
899,female,group C,some high school,standard,none,married,sometimes,yes,1.0,school_bus,< 5,61,57.0,60.0,59.333333333333336,178.0,Below Average,Math,Reading,2.0816659994661326,0,2.5,One Sibling
900,female,group C,high school,free/reduced,none,married,regularly,no,1.0,school_bus,5 - 10,38,50.0,46.0,44.666666666666664,134.0,Poor,Reading,Math,6.110100926607787,0,7.5,One Sibling
901,male,,master's degree,free/reduced,none,married,never,yes,3.0,private,> 10,54,57.0,53.0,54.666666666666664,164.0,Below Average,Reading,Writing,2.0816659994661326,0,12.5,2-3 Siblings
902,female,group C,associate's degree,standard,none,single,sometimes,yes,4.0,private,< 5,57,65.0,64.0,62.0,186.0,Average,Reading,Math,4.358898943540674,0,2.5,4+ Siblings
903,male,group A,some high school,standard,none,married,sometimes,yes,4.0,school_bus,> 10,57,59.0,55.0,57.0,171.0,Below Average,Reading,Writing,2.0,0,12.5,4+ Siblings
904,male,group C,high school,free/reduced,,married,sometimes,yes,4.0,school_bus,> 10,67,65.0,64.0,65.33333333333333,196.0,Average,Math,Writing,1.5275252316519468,0,12.5,4+ Siblings
905,male,group B,some high school,standard,completed,married,sometimes,yes,2.0,school_bus,,54,57.0,57.0,56.0,168.0,Below Average,Reading,Math,1.7320508075688772,0,,2-3 Siblings
906,female,group C,some high school,free/reduced,none,married,regularly,no,1.0,private,5 - 10,41,63.0,57.0,53.666666666666664,161.0,Below Average,Reading,Math,11.372481406154654,0,7.5,One Sibling
907,male,group D,high school,free/reduced,none,married,sometimes,yes,4.0,private,< 5,49,51.0,43.0,47.666666666666664,143.0,Poor,Reading,Writing,4.163331998932266,0,2.5,4+ Siblings
908,male,group D,some college,free/reduced,completed,married,regularly,yes,1.0,private,5 - 10,64,55.0,61.0,60.0,180.0,Average,Math,Reading,4.58257569495584,0,7.5,One Sibling
909,male,group D,master's degree,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,58,59.0,61.0,59.333333333333336,178.0,Below Average,Writing,Math,1.5275252316519465,0,7.5,2-3 Siblings
910,male,group C,high school,standard,none,,regularly,yes,,school_bus,> 10,81,58.0,57.0,65.33333333333333,196.0,Average,Math,Writing,13.576941236277534,0,12.5,4+ Siblings
911,female,group C,some college,standard,,divorced,sometimes,yes,3.0,private,> 10,85,100.0,100.0,95.0,285.0,Excellent,Reading,Math,8.660254037844387,1,12.5,2-3 Siblings
912,male,group C,some high school,standard,,married,regularly,yes,2.0,private,< 5,54,52.0,53.0,53.0,159.0,Below Average,Math,Reading,1.0,0,2.5,2-3 Siblings
913,male,,bachelor's degree,standard,completed,divorced,regularly,yes,2.0,private,< 5,65,56.0,68.0,63.0,189.0,Average,Writing,Reading,6.244997998398398,0,2.5,2-3 Siblings
914,male,group A,associate's degree,standard,none,married,sometimes,yes,2.0,private,> 10,83,77.0,74.0,78.0,234.0,Good,Math,Writing,4.58257569495584,0,12.5,2-3 Siblings
915,female,,,free/reduced,completed,divorced,regularly,yes,0.0,,< 5,53,75.0,73.0,67.0,201.0,Average,Reading,Math,12.165525060596439,0,2.5,Only Child
916,male,group E,bachelor's degree,standard,none,single,sometimes,yes,4.0,school_bus,5 - 10,97,81.0,81.0,86.33333333333333,259.0,Very Good,Math,Reading,9.237604307034013,1,7.5,4+ Siblings
917,male,group E,associate's degree,standard,none,married,regularly,yes,3.0,school_bus,< 5,90,79.0,76.0,81.66666666666667,245.0,Very Good,Math,Writing,7.3711147958319945,1,2.5,2-3 Siblings
918,male,group A,bachelor's degree,standard,,divorced,regularly,yes,2.0,,5 - 10,94,81.0,88.0,87.66666666666667,263.0,Very Good,Math,Reading,6.506407098647712,1,7.5,2-3 Siblings
919,male,group D,high school,standard,none,divorced,sometimes,no,3.0,,5 - 10,77,80.0,75.0,77.33333333333333,232.0,Good,Reading,Writing,2.5166114784235836,0,7.5,2-3 Siblings
920,male,group E,bachelor's degree,free/reduced,none,single,regularly,yes,4.0,school_bus,< 5,47,37.0,38.0,40.666666666666664,122.0,Poor,Math,Reading,5.507570547286102,0,2.5,4+ Siblings
921,female,group B,some college,standard,none,divorced,never,yes,0.0,private,5 - 10,48,62.0,64.0,58.0,174.0,Below Average,Writing,Math,8.717797887081348,0,7.5,Only Child
922,male,group B,master's degree,standard,completed,married,sometimes,yes,3.0,private,5 - 10,61,68.0,69.0,66.0,198.0,Average,Writing,Math,4.358898943540674,0,7.5,2-3 Siblings
923,female,group D,high school,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,83,87.0,85.0,85.0,255.0,Very Good,Reading,Math,2.0,1,7.5,2-3 Siblings
924,female,group B,associate's degree,standard,none,married,sometimes,yes,2.0,school_bus,< 5,61,72.0,71.0,68.0,204.0,Average,Reading,Math,6.082762530298219,0,2.5,2-3 Siblings
925,female,group C,some college,standard,none,,regularly,yes,1.0,private,< 5,58,68.0,68.0,64.66666666666667,194.0,Average,Reading,Math,5.773502691896257,0,2.5,One Sibling
926,male,group D,associate's degree,standard,none,divorced,sometimes,yes,3.0,school_bus,5 - 10,85,78.0,75.0,79.33333333333333,238.0,Good,Math,Writing,5.131601439446884,0,7.5,2-3 Siblings
927,female,group E,high school,free/reduced,none,married,regularly,no,1.0,school_bus,5 - 10,69,69.0,67.0,68.33333333333333,205.0,Average,Math,Writing,1.1547005383792517,0,7.5,One Sibling
929,male,group D,high school,free/reduced,completed,married,sometimes,yes,1.0,private,< 5,73,67.0,68.0,69.33333333333333,208.0,Average,Math,Reading,3.214550253664318,0,2.5,One Sibling
930,male,group C,some college,standard,none,married,,yes,3.0,school_bus,< 5,56,48.0,46.0,50.0,150.0,Below Average,Math,Writing,5.291502622129181,0,2.5,2-3 Siblings
931,male,group B,associate's degree,standard,completed,married,regularly,yes,4.0,,> 10,65,58.0,60.0,61.0,183.0,Average,Math,Reading,3.605551275463989,0,12.5,4+ Siblings
932,female,group C,some college,standard,completed,single,sometimes,no,5.0,private,< 5,82,85.0,91.0,86.0,258.0,Very Good,Writing,Math,4.58257569495584,1,2.5,4+ Siblings
933,female,group B,associate's degree,free/reduced,completed,married,regularly,,3.0,school_bus,< 5,55,53.0,63.0,57.0,171.0,Below Average,Writing,Reading,5.291502622129181,0,2.5,2-3 Siblings
934,male,group B,some high school,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,59,59.0,57.0,58.333333333333336,175.0,Below Average,Math,Writing,1.1547005383792517,0,7.5,One Sibling
935,male,group D,,standard,completed,married,sometimes,yes,0.0,school_bus,> 10,76,63.0,59.0,66.0,198.0,Average,Math,Writing,8.888194417315589,0,12.5,Only Child
936,male,group D,associate's degree,free/reduced,none,single,sometimes,,0.0,private,5 - 10,57,53.0,59.0,56.333333333333336,169.0,Below Average,Writing,Reading,3.055050463303893,0,7.5,Only Child
937,female,group A,some high school,standard,completed,married,regularly,yes,2.0,school_bus,< 5,50,69.0,67.0,62.0,186.0,Average,Reading,Math,10.44030650891055,0,2.5,2-3 Siblings
938,female,group B,bachelor's degree,standard,completed,,sometimes,yes,2.0,school_bus,< 5,68,93.0,89.0,83.33333333333333,250.0,Very Good,Reading,Math,13.428824718989125,1,2.5,2-3 Siblings
939,male,group A,associate's degree,standard,none,married,never,yes,1.0,school_bus,< 5,57,55.0,53.0,55.0,165.0,Below Average,Math,Writing,2.0,0,2.5,One Sibling
940,female,group E,master's degree,standard,none,married,sometimes,yes,,private,< 5,60,64.0,62.0,62.0,186.0,Average,Reading,Math,2.0,0,2.5,4+ Siblings
941,female,group D,bachelor's degree,standard,none,single,,yes,1.0,,5 - 10,71,75.0,78.0,74.66666666666667,224.0,Good,Writing,Math,3.511884584284246,0,7.5,One Sibling
942,female,group C,high school,standard,none,,sometimes,yes,2.0,school_bus,5 - 10,38,47.0,44.0,43.0,129.0,Poor,Reading,Math,4.58257569495584,0,7.5,2-3 Siblings
943,male,group B,some high school,standard,completed,married,sometimes,,2.0,school_bus,5 - 10,64,61.0,64.0,63.0,189.0,Average,Math,Reading,1.7320508075688772,0,7.5,2-3 Siblings
944,male,,bachelor's degree,standard,none,divorced,regularly,no,2.0,private,5 - 10,61,50.0,58.0,56.333333333333336,169.0,Below Average,Math,Reading,5.686240703077327,0,7.5,2-3 Siblings
945,female,group D,bachelor's degree,standard,none,married,sometimes,yes,2.0,private,5 - 10,94,100.0,98.0,97.33333333333333,292.0,Excellent,Reading,Math,3.055050463303893,1,7.5,2-3 Siblings
946,female,group C,master's degree,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,71,74.0,77.0,74.0,222.0,Good,Writing,Math,3.0,0,7.5,One Sibling
947,male,group E,high school,standard,none,married,sometimes,yes,2.0,school_bus,,74,71.0,66.0,70.33333333333333,211.0,Good,Math,Writing,4.041451884327381,0,,2-3 Siblings
948,male,group B,high school,free/reduced,completed,divorced,sometimes,yes,2.0,private,> 10,55,45.0,48.0,49.333333333333336,148.0,Poor,Math,Reading,5.131601439446884,0,12.5,2-3 Siblings
949,male,group D,,standard,none,married,sometimes,,6.0,school_bus,5 - 10,84,73.0,67.0,74.66666666666667,224.0,Good,Math,Writing,8.621678104251709,0,7.5,4+ Siblings
950,female,group C,associate's degree,standard,none,,sometimes,yes,0.0,private,> 10,89,95.0,94.0,92.66666666666667,278.0,Excellent,Reading,Math,3.214550253664318,1,12.5,Only Child
951,male,group D,associate's degree,standard,none,married,never,no,1.0,school_bus,< 5,47,50.0,47.0,48.0,144.0,Poor,Reading,Math,1.7320508075688772,0,2.5,One Sibling
952,female,group D,high school,standard,completed,married,regularly,yes,,school_bus,5 - 10,49,60.0,64.0,57.666666666666664,173.0,Below Average,Writing,Math,7.767453465154029,0,7.5,4+ Siblings
953,male,group C,high school,standard,none,married,regularly,yes,2.0,private,5 - 10,82,88.0,78.0,82.66666666666667,248.0,Very Good,Reading,Writing,5.033222956847166,1,7.5,2-3 Siblings
954,male,group D,high school,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,68,69.0,65.0,67.33333333333333,202.0,Average,Reading,Writing,2.081665999466133,0,7.5,2-3 Siblings
955,female,group D,some college,standard,,single,regularly,no,1.0,school_bus,< 5,67,74.0,79.0,73.33333333333333,220.0,Good,Writing,Math,6.027713773341707,0,2.5,One Sibling
956,male,group E,high school,free/reduced,none,married,sometimes,no,1.0,school_bus,< 5,74,64.0,64.0,67.33333333333333,202.0,Average,Math,Reading,5.773502691896257,0,2.5,One Sibling
957,male,group B,some high school,free/reduced,completed,married,sometimes,no,,school_bus,,65,66.0,59.0,63.333333333333336,190.0,Average,Reading,Writing,3.7859388972001824,0,,4+ Siblings
958,female,group E,,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,81,70.0,77.0,76.0,228.0,Good,Math,Reading,5.5677643628300215,0,7.5,2-3 Siblings
960,male,group D,some high school,free/reduced,completed,single,sometimes,yes,4.0,,< 5,58,53.0,52.0,54.333333333333336,163.0,Below Average,Math,Writing,3.214550253664318,0,2.5,4+ Siblings
961,male,group E,master's degree,free/reduced,completed,single,regularly,no,4.0,school_bus,5 - 10,82,65.0,73.0,73.33333333333333,220.0,Good,Math,Reading,8.504900548115383,0,7.5,4+ Siblings
962,male,group C,some college,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,60,56.0,49.0,55.0,165.0,Below Average,Math,Writing,5.5677643628300215,0,7.5,One Sibling
963,female,group B,associate's degree,standard,completed,married,never,no,2.0,private,< 5,79,95.0,95.0,89.66666666666667,269.0,Very Good,Reading,Math,9.237604307034013,1,2.5,2-3 Siblings
964,male,group D,bachelor's degree,standard,completed,married,never,yes,1.0,school_bus,5 - 10,71,63.0,66.0,66.66666666666667,200.0,Average,Math,Reading,4.041451884327381,0,7.5,One Sibling
965,female,group B,some college,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,68,71.0,67.0,68.66666666666667,206.0,Average,Reading,Writing,2.081665999466133,0,7.5,2-3 Siblings
966,female,group E,master's degree,free/reduced,none,single,never,no,3.0,school_bus,> 10,74,79.0,71.0,74.66666666666667,224.0,Good,Reading,Writing,4.041451884327381,0,12.5,2-3 Siblings
967,male,group D,associate's degree,standard,none,married,regularly,yes,4.0,private,< 5,63,59.0,58.0,60.0,180.0,Average,Math,Writing,2.6457513110645907,0,2.5,4+ Siblings
968,female,group C,,standard,none,married,regularly,yes,4.0,,5 - 10,47,62.0,63.0,57.333333333333336,172.0,Below Average,Writing,Math,8.962886439832502,0,7.5,4+ Siblings
969,female,group E,master's degree,free/reduced,none,divorced,sometimes,yes,2.0,school_bus,< 5,58,63.0,65.0,62.0,186.0,Average,Writing,Math,3.605551275463989,0,2.5,2-3 Siblings
970,female,group B,some college,standard,,married,regularly,yes,4.0,,5 - 10,50,55.0,54.0,53.0,159.0,Below Average,Reading,Math,2.6457513110645907,0,7.5,4+ Siblings
971,female,group D,some high school,standard,completed,married,,no,4.0,private,> 10,54,72.0,72.0,66.0,198.0,Average,Reading,Math,10.392304845413264,0,12.5,4+ Siblings
972,male,group D,some college,standard,none,married,sometimes,no,3.0,,5 - 10,73,71.0,69.0,71.0,213.0,Good,Math,Writing,2.0,0,7.5,2-3 Siblings
973,female,group E,high school,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10,66,76.0,77.0,73.0,219.0,Good,Writing,Math,6.082762530298219,0,7.5,2-3 Siblings
974,male,group D,,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10,92,88.0,79.0,86.33333333333333,259.0,Very Good,Math,Writing,6.6583281184793925,1,7.5,2-3 Siblings
975,female,group D,associate's degree,standard,completed,married,sometimes,yes,0.0,private,5 - 10,86,93.0,99.0,92.66666666666667,278.0,Excellent,Writing,Math,6.506407098647712,1,7.5,Only Child
976,female,group D,bachelor's degree,standard,none,married,sometimes,,1.0,,5 - 10,69,87.0,88.0,81.33333333333333,244.0,Very Good,Writing,Math,10.692676621563628,1,7.5,One Sibling
977,female,group C,some high school,standard,completed,single,sometimes,yes,2.0,school_bus,5 - 10,65,72.0,69.0,68.66666666666667,206.0,Average,Reading,Math,3.511884584284246,0,7.5,2-3 Siblings
978,male,group C,master's degree,free/reduced,none,married,sometimes,no,3.0,,5 - 10,88,84.0,85.0,85.66666666666667,257.0,Very Good,Math,Reading,2.0816659994661326,1,7.5,2-3 Siblings
979,male,group B,high school,free/reduced,none,single,regularly,no,2.0,school_bus,> 10,72,59.0,61.0,64.0,192.0,Average,Math,Reading,7.0,0,12.5,2-3 Siblings
980,male,group E,some high school,free/reduced,none,married,never,yes,1.0,school_bus,< 5,66,58.0,53.0,59.0,177.0,Below Average,Math,Writing,6.557438524302,0,2.5,One Sibling
981,male,group C,some college,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,88,87.0,80.0,85.0,255.0,Very Good,Math,Writing,4.358898943540674,1,7.5,Only Child
982,female,group A,some college,standard,completed,,regularly,yes,4.0,,5 - 10,50,66.0,64.0,60.0,180.0,Average,Reading,Math,8.717797887081348,0,7.5,4+ Siblings
983,female,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,,private,< 5,69,79.0,85.0,77.66666666666667,233.0,Good,Writing,Math,8.082903768654761,0,2.5,4+ Siblings
984,male,group C,some high school,standard,none,married,never,no,3.0,school_bus,< 5,57,54.0,44.0,51.666666666666664,155.0,Below Average,Math,Writing,6.8068592855540455,0,2.5,2-3 Siblings
985,male,group C,some high school,free/reduced,none,single,sometimes,,0.0,school_bus,> 10,41,35.0,34.0,36.666666666666664,110.0,Poor,Math,Writing,3.785938897200183,0,12.5,Only Child
987,female,group D,,standard,none,married,never,yes,1.0,school_bus,5 - 10,76,77.0,84.0,79.0,237.0,Good,Writing,Math,4.358898943540674,0,7.5,One Sibling
