Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
313,female,group C,high school,standard,none,divorced,sometimes,yes,3.0,private,5 - 10,66,79.0,75.0
314,male,group B,some college,standard,completed,married,regularly,yes,1.0,private,< 5,80,79.0,82.0
315,female,group B,some college,standard,none,widowed,sometimes,yes,0.0,school_bus,5 - 10,84,95.0,87.0
316,male,group B,high school,standard,none,married,never,no,2.0,school_bus,> 10,58,63.0,59.0
318,female,group C,some high school,standard,none,married,sometimes,yes,2.0,private,5 - 10,49,66.0,62.0
319,male,group C,some college,standard,completed,married,sometimes,yes,1.0,private,5 - 10,85,75.0,73.0
320,male,group B,associate's degree,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10,57,55.0,55.0
321,male,group A,some college,standard,completed,married,regularly,yes,1.0,private,< 5,85,88.0,88.0
322,female,group B,some college,standard,completed,widowed,sometimes,yes,5.0,school_bus,> 10,54,52.0,61.0
323,male,group C,master's degree,free/reduced,none,single,regularly,no,3.0,private,< 5,62,58.0,61.0
324,male,group C,some college,standard,completed,married,sometimes,no,1.0,school_bus,< 5,51,51.0,49.0
325,male,group D,some college,standard,none,divorced,never,yes,2.0,school_bus,5 - 10,93,86.0,87.0
326,female,group C,high school,free/reduced,none,single,regularly,yes,5.0,school_bus,> 10,41,48.0,40.0
327,male,group B,some college,standard,none,married,sometimes,yes,3.0,private,< 5,79,72.0,73.0
329,female,group E,some high school,standard,none,married,never,yes,0.0,private,5 - 10,60,68.0,66.0
330,female,group C,associate's degree,standard,none,single,sometimes,no,3.0,private,5 - 10,62,70.0,70.0
332,female,group A,some college,standard,completed,married,regularly,yes,3.0,school_bus,5 - 10,62,75.0,74.0
333,male,group C,associate's degree,standard,none,divorced,regularly,yes,2.0,private,5 - 10,76,69.0,65.0
334,male,group E,some high school,standard,none,single,regularly,yes,3.0,private,5 - 10,75,75.0,65.0
335,female,group C,some college,free/reduced,none,single,regularly,no,2.0,private,< 5,36,53.0,48.0
336,female,group A,bachelor's degree,standard,completed,single,sometimes,no,5.0,school_bus,5 - 10,63,72.0,78.0
337,female,group C,some high school,free/reduced,none,married,sometimes,yes,4.0,private,< 5,30,35.0,34.0
338,female,group D,some college,standard,completed,divorced,sometimes,yes,2.0,private,5 - 10,93,100.0,100.0
339,female,group E,associate's degree,free/reduced,none,widowed,sometimes,no,2.0,school_bus,5 - 10,71,80.0,79.0
340,male,group C,some high school,standard,completed,married,never,no,1.0,private,5 - 10,66,51.0,55.0
341,female,group B,high school,free/reduced,completed,married,sometimes,yes,2.0,school_bus,> 10,52,66.0,67.0
342,male,group A,bachelor's degree,standard,none,single,sometimes,no,1.0,private,> 10,76,71.0,71.0
343,female,group D,some college,free/reduced,completed,divorced,sometimes,yes,3.0,private,> 10,60,66.0,62.0
344,male,group C,some college,free/reduced,none,married,sometimes,yes,0.0,school_bus,> 10,86,88.0,71.0
345,male,group C,some college,standard,completed,married,never,yes,1.0,school_bus,5 - 10,61,62.0,58.0
346,female,group C,associate's degree,standard,none,married,regularly,yes,3.0,school_bus,> 10,83,74.0,85.0
347,female,group D,associate's degree,standard,completed,divorced,regularly,yes,1.0,school_bus,> 10,83,89.0,90.0
348,male,group B,some college,standard,completed,divorced,sometimes,yes,0.0,private,5 - 10,89,80.0,86.0
349,female,group C,some college,standard,completed,divorced,sometimes,yes,1.0,school_bus,< 5,55,64.0,66.0
350,female,group A,bachelor's degree,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,44,55.0,48.0
351,female,group C,some high school,standard,none,divorced,sometimes,yes,2.0,private,5 - 10,73,84.0,86.0
352,female,group B,some high school,standard,none,married,never,yes,0.0,private,< 5,41,48.0,44.0
353,female,group B,some college,standard,completed,married,sometimes,no,1.0,school_bus,> 10,84,89.0,88.0
354,female,group C,associate's degree,standard,none,married,sometimes,yes,2.0,private,5 - 10,91,100.0,100.0
355,male,group D,some college,standard,none,married,sometimes,yes,1.0,private,5 - 10,78,65.0,67.0
356,female,group D,master's degree,standard,none,divorced,sometimes,yes,3.0,school_bus,5 - 10,73,84.0,94.0
357,female,group C,some college,standard,completed,married,regularly,no,3.0,school_bus,< 5,35,45.0,45.0
358,male,group C,associate's degree,standard,none,married,sometimes,yes,4.0,school_bus,< 5,81,89.0,81.0
359,male,group E,high school,standard,completed,divorced,regularly,yes,3.0,school_bus,< 5,99,92.0,89.0
360,female,group C,some high school,free/reduced,completed,single,regularly,yes,2.0,private,> 10,65,80.0,77.0
361,female,group E,high school,standard,none,married,regularly,no,2.0,private,5 - 10,73,73.0,67.0
362,female,group C,some high school,free/reduced,none,married,sometimes,no,5.0,school_bus,5 - 10,41,50.0,51.0
363,female,group C,some high school,standard,completed,single,never,no,2.0,private,5 - 10,54,64.0,64.0
364,male,group E,master's degree,standard,none,divorced,regularly,no,4.0,school_bus,< 5,96,95.0,93.0
365,male,group B,bachelor's degree,standard,completed,single,regularly,yes,0.0,school_bus,> 10,93,93.0,100.0
366,male,group C,high school,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,75,77.0,66.0
367,female,group D,associate's degree,standard,completed,divorced,sometimes,yes,3.0,school_bus,< 5,73,85.0,82.0
368,male,group E,master's degree,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,83,70.0,68.0
369,male,group D,some college,free/reduced,none,married,regularly,no,2.0,private,5 - 10,63,56.0,55.0
370,male,group B,master's degree,standard,none,married,regularly,no,3.0,private,5 - 10,76,60.0,65.0
371,male,group D,some college,free/reduced,none,widowed,regularly,no,1.0,school_bus,5 - 10,67,65.0,59.0
372,male,group C,high school,standard,none,divorced,sometimes,yes,3.0,school_bus,5 - 10,45,40.0,39.0
373,female,group D,some high school,standard,none,married,never,no,1.0,school_bus,5 - 10,85,90.0,92.0
374,female,group B,some college,standard,none,married,sometimes,no,6.0,private,> 10,72,87.0,86.0
375,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,68,65.0,67.0
376,female,group C,some high school,free/reduced,none,single,never,yes,4.0,private,5 - 10,28,39.0,37.0
377,female,group E,bachelor's degree,standard,none,married,regularly,yes,2.0,school_bus,< 5,88,96.0,95.0
378,male,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,0.0,private,5 - 10,74,75.0,65.0
379,female,group E,bachelor's degree,free/reduced,none,married,regularly,yes,3.0,school_bus,5 - 10,64,65.0,70.0
380,female,group C,high school,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,77,83.0,81.0
381,male,group D,bachelor's degree,standard,completed,married,sometimes,yes,1.0,private,> 10,90,86.0,87.0
382,male,group D,bachelor's degree,standard,completed,married,never,no,1.0,private,> 10,95,96.0,98.0
383,male,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,1.0,school_bus,5 - 10,79,71.0,77.0
384,female,group A,high school,standard,none,single,sometimes,yes,3.0,private,5 - 10,54,54.0,53.0
385,male,group C,bachelor's degree,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,85,81.0,72.0
386,male,group A,associate's degree,standard,completed,married,sometimes,yes,1.0,private,> 10,62,62.0,64.0
387,female,group E,high school,standard,none,single,regularly,yes,0.0,private,< 5,61,62.0,63.0
388,male,group D,some college,free/reduced,none,divorced,never,yes,1.0,private,< 5,72,70.0,73.0
389,male,group C,bachelor's degree,standard,none,divorced,regularly,yes,2.0,school_bus,5 - 10,69,55.0,57.0
390,female,group C,bachelor's degree,standard,completed,married,regularly,yes,2.0,private,> 10,59,63.0,70.0
391,male,group A,bachelor's degree,free/reduced,completed,married,regularly,no,4.0,private,5 - 10,38,46.0,39.0
392,male,group C,bachelor's degree,free/reduced,completed,married,sometimes,yes,0.0,school_bus,5 - 10,67,64.0,67.0
393,male,group C,some college,standard,none,married,regularly,yes,3.0,private,< 5,75,63.0,64.0
394,female,group B,associate's degree,standard,none,married,never,no,2.0,school_bus,< 5,50,56.0,53.0
395,female,group C,some college,free/reduced,completed,single,sometimes,no,3.0,school_bus,5 - 10,49,61.0,60.0
396,female,group C,high school,free/reduced,completed,married,regularly,no,1.0,private,< 5,34,47.0,48.0
397,male,group D,high school,standard,none,single,sometimes,yes,4.0,private,> 10,85,72.0,77.0
398,female,group D,bachelor's degree,free/reduced,none,married,regularly,yes,2.0,private,< 5,79,84.0,83.0
399,male,group A,some college,free/reduced,completed,married,sometimes,yes,1.0,private,< 5,78,86.0,83.0
400,male,group E,high school,standard,none,married,sometimes,yes,2.0,school_bus,< 5,64,65.0,61.0
401,female,group C,some college,standard,completed,married,regularly,yes,1.0,private,< 5,50,72.0,72.0
402,female,group D,associate's degree,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,35,47.0,49.0
403,female,group E,some high school,standard,none,single,sometimes,no,4.0,private,5 - 10,72,82.0,79.0
404,female,group B,high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,23,33.0,34.0
405,male,group D,some college,free/reduced,none,single,regularly,yes,1.0,school_bus,5 - 10,52,51.0,49.0
406,female,group E,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,64,75.0,69.0
407,female,group E,some high school,standard,completed,single,regularly,yes,2.0,school_bus,5 - 10,89,87.0,96.0
408,male,group D,high school,standard,none,single,sometimes,no,1.0,private,5 - 10,51,48.0,49.0
409,female,group C,some college,standard,none,single,sometimes,yes,5.0,school_bus,5 - 10,73,84.0,83.0
410,female,group C,associate's degree,free/reduced,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,40,43.0,43.0
411,male,group E,high school,standard,none,married,regularly,no,2.0,school_bus,5 - 10,80,77.0,72.0
412,male,group D,high school,standard,none,married,sometimes,yes,1.0,private,5 - 10,93,77.0,78.0
413,male,group B,some college,standard,completed,married,never,yes,2.0,private,< 5,63,67.0,68.0
414,female,group B,some college,standard,none,single,sometimes,yes,0.0,private,< 5,64,70.0,66.0
415,male,group C,some high school,free/reduced,none,married,regularly,yes,0.0,private,5 - 10,75,79.0,69.0
416,male,group E,some college,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,98,87.0,95.0
417,male,group C,some high school,standard,none,divorced,sometimes,no,3.0,school_bus,5 - 10,56,51.0,45.0
418,female,group D,associate's degree,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,55,73.0,69.0
419,male,group E,bachelor's degree,standard,none,married,regularly,yes,4.0,private,> 10,58,56.0,59.0
420,male,group B,associate's degree,standard,none,married,regularly,no,1.0,school_bus,< 5,60,71.0,58.0
421,male,group E,some college,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10,57,60.0,52.0
422,female,group D,some college,standard,completed,married,sometimes,yes,1.0,private,5 - 10,53,67.0,72.0
423,male,group C,some college,standard,none,married,never,yes,1.0,private,> 10,80,67.0,63.0
425,female,group B,some high school,standard,none,married,regularly,no,3.0,school_bus,5 - 10,66,71.0,72.0
426,female,group E,some college,standard,none,single,never,yes,3.0,school_bus,> 10,30,35.0,33.0
427,male,group B,associate's degree,standard,none,divorced,never,no,5.0,school_bus,5 - 10,47,49.0,46.0
428,male,group B,master's degree,standard,none,married,regularly,no,5.0,school_bus,> 10,82,81.0,80.0
429,male,group D,some high school,free/reduced,none,widowed,never,yes,1.0,school_bus,< 5,58,61.0,54.0
430,female,group D,high school,standard,none,single,regularly,yes,0.0,private,5 - 10,65,69.0,69.0
431,male,group E,some college,standard,none,single,sometimes,yes,1.0,school_bus,> 10,95,87.0,79.0
432,male,group A,high school,standard,none,divorced,sometimes,yes,3.0,school_bus,5 - 10,59,54.0,56.0
433,female,group E,high school,standard,none,married,regularly,no,2.0,school_bus,5 - 10,72,71.0,73.0
434,female,group D,some college,free/reduced,none,divorced,regularly,yes,3.0,school_bus,> 10,65,75.0,79.0
435,female,group E,some college,standard,completed,single,regularly,yes,1.0,private,5 - 10,73,83.0,79.0
437,male,group E,associate's degree,standard,none,married,sometimes,yes,1.0,private,5 - 10,80,69.0,69.0
438,male,group D,associate's degree,standard,none,widowed,sometimes,no,4.0,school_bus,5 - 10,65,67.0,61.0
439,female,group E,bachelor's degree,free/reduced,none,divorced,sometimes,yes,2.0,school_bus,< 5,62,68.0,66.0
440,male,group C,some college,free/reduced,completed,married,regularly,no,1.0,school_bus,5 - 10,58,75.0,72.0
441,male,group B,some college,standard,none,married,regularly,no,1.0,school_bus,5 - 10,61,66.0,62.0
442,male,group C,some college,standard,none,single,regularly,yes,1.0,private,5 - 10,67,58.0,58.0
443,female,group C,master's degree,standard,none,married,sometimes,yes,2.0,school_bus,< 5,71,88.0,79.0
444,male,group C,some high school,standard,completed,single,never,yes,3.0,school_bus,5 - 10,72,74.0,76.0
445,female,group B,associate's degree,free/reduced,completed,married,sometimes,no,2.0,school_bus,5 - 10,57,76.0,76.0
446,female,group C,master's degree,standard,none,divorced,never,yes,0.0,private,5 - 10,58,70.0,69.0
447,female,group E,some high school,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,72,68.0,73.0
448,male,group E,high school,free/reduced,none,divorced,sometimes,no,3.0,private,5 - 10,84,73.0,67.0
449,male,group E,some high school,standard,none,single,sometimes,yes,6.0,private,5 - 10,61,57.0,53.0
450,male,group C,associate's degree,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10,46,53.0,51.0
451,female,group A,some high school,standard,none,single,never,yes,1.0,private,> 10,81,87.0,84.0
452,female,group C,some college,standard,none,married,sometimes,yes,4.0,school_bus,5 - 10,63,68.0,67.0
453,male,group B,master's degree,free/reduced,completed,divorced,sometimes,yes,2.0,private,5 - 10,63,65.0,66.0
454,male,group C,some college,standard,completed,divorced,never,yes,2.0,school_bus,5 - 10,66,69.0,63.0
455,male,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10,39,42.0,45.0
456,female,group D,high school,standard,completed,married,sometimes,yes,0.0,school_bus,5 - 10,59,68.0,74.0
457,male,group D,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,44,51.0,46.0
458,female,group C,some high school,standard,completed,single,sometimes,yes,1.0,private,5 - 10,44,45.0,51.0
459,male,group C,high school,standard,completed,single,sometimes,yes,5.0,school_bus,> 10,85,77.0,73.0
460,female,group D,high school,standard,none,married,regularly,no,3.0,school_bus,5 - 10,69,79.0,79.0
461,female,group D,bachelor's degree,free/reduced,none,married,regularly,yes,2.0,school_bus,< 5,56,83.0,81.0
462,male,group B,some college,free/reduced,none,married,regularly,yes,1.0,private,> 10,73,65.0,55.0
464,male,group C,bachelor's degree,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,82,70.0,68.0
465,male,group C,some college,free/reduced,none,single,sometimes,yes,3.0,private,5 - 10,60,66.0,53.0
466,male,group D,some college,free/reduced,completed,married,sometimes,yes,1.0,school_bus,> 10,60,63.0,65.0
467,female,group C,associate's degree,standard,none,married,regularly,no,1.0,school_bus,5 - 10,62,70.0,62.0
468,female,group A,some high school,free/reduced,completed,single,sometimes,yes,0.0,private,> 10,56,71.0,70.0
469,male,group B,associate's degree,standard,none,married,regularly,yes,3.0,private,< 5,62,58.0,55.0
470,female,group C,high school,standard,none,single,regularly,no,1.0,school_bus,5 - 10,60,63.0,59.0
471,female,group E,bachelor's degree,standard,none,married,never,yes,2.0,school_bus,> 10,79,87.0,82.0
472,male,group C,associate's degree,free/reduced,completed,married,sometimes,no,2.0,school_bus,< 5,46,50.0,51.0
473,female,group E,associate's degree,standard,completed,married,sometimes,yes,2.0,school_bus,> 10,74,79.0,85.0
474,male,group C,associate's degree,standard,completed,married,sometimes,yes,0.0,school_bus,5 - 10,87,75.0,79.0
476,male,group C,associate's degree,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,69,77.0,69.0
477,male,group C,some high school,standard,none,married,sometimes,yes,1.0,private,5 - 10,50,58.0,50.0
478,male,group D,associate's degree,standard,none,widowed,sometimes,no,1.0,school_bus,5 - 10,60,52.0,54.0
479,female,group B,some high school,free/reduced,none,divorced,sometimes,yes,2.0,school_bus,5 - 10,28,42.0,39.0
480,female,group C,master's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,71,74.0,74.0
481,male,group E,high school,free/reduced,completed,married,sometimes,yes,2.0,school_bus,< 5,82,71.0,67.0
482,male,group C,associate's degree,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,83,77.0,72.0
483,female,group C,some high school,standard,none,widowed,regularly,yes,2.0,school_bus,< 5,83,90.0,84.0
484,male,group C,some college,standard,none,married,never,no,1.0,private,< 5,57,59.0,52.0
485,male,group E,associate's degree,standard,none,single,sometimes,yes,2.0,school_bus,5 - 10,81,78.0,69.0
486,male,group D,some high school,standard,completed,married,sometimes,no,1.0,school_bus,< 5,68,66.0,70.0
487,female,group E,some college,standard,none,married,regularly,no,2.0,private,5 - 10,54,66.0,58.0
488,male,group C,some high school,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,52,54.0,50.0
490,male,group C,master's degree,standard,none,married,never,yes,1.0,school_bus,< 5,80,72.0,71.0
491,male,group B,master's degree,standard,completed,married,sometimes,yes,0.0,school_bus,< 5,68,73.0,72.0
492,female,group D,some college,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,68,77.0,83.0
493,female,group E,master's degree,standard,none,married,regularly,no,3.0,school_bus,> 10,68,82.0,77.0
494,female,group D,high school,free/reduced,none,single,sometimes,no,1.0,school_bus,5 - 10,58,67.0,71.0
495,male,group B,some high school,standard,none,married,regularly,no,4.0,school_bus,5 - 10,51,45.0,33.0
496,female,group B,high school,free/reduced,none,divorced,regularly,no,2.0,school_bus,< 5,64,82.0,80.0
497,female,group B,some high school,free/reduced,completed,married,regularly,yes,2.0,school_bus,< 5,47,60.0,65.0
498,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,73,63.0,66.0
499,female,group D,high school,standard,none,married,sometimes,yes,1.0,school_bus,> 10,52,65.0,67.0
500,female,group C,bachelor's degree,standard,none,single,never,yes,3.0,school_bus,< 5,71,72.0,74.0
501,female,group C,associate's degree,standard,none,married,regularly,no,1.0,school_bus,< 5,57,75.0,71.0
502,female,group D,some college,standard,completed,divorced,regularly,no,1.0,private,5 - 10,69,82.0,85.0
503,male,group C,some college,standard,none,married,sometimes,yes,1.0,private,< 5,71,74.0,66.0
504,male,group A,some college,free/reduced,none,single,regularly,no,3.0,private,> 10,86,80.0,74.0
505,female,group C,high school,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,51,62.0,58.0
506,female,group D,master's degree,free/reduced,none,married,sometimes,yes,2.0,school_bus,< 5,79,93.0,100.0
507,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,76,86.0,91.0
508,female,group B,some high school,free/reduced,none,married,regularly,yes,3.0,private,5 - 10,47,56.0,47.0
509,female,group D,associate's degree,free/reduced,completed,married,sometimes,yes,2.0,school_bus,< 5,44,58.0,64.0
510,female,group E,some college,free/reduced,none,married,sometimes,yes,4.0,school_bus,< 5,68,77.0,78.0
511,male,group D,associate's degree,free/reduced,none,married,sometimes,no,3.0,school_bus,5 - 10,65,54.0,52.0
512,male,group B,some college,free/reduced,none,single,sometimes,yes,2.0,school_bus,5 - 10,59,56.0,54.0
513,female,group B,some college,standard,completed,single,never,no,3.0,school_bus,5 - 10,75,87.0,88.0
514,male,group C,high school,standard,none,married,regularly,no,6.0,school_bus,< 5,52,50.0,48.0
515,female,group D,some college,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,56,65.0,68.0
516,female,group D,high school,standard,completed,married,sometimes,no,3.0,school_bus,< 5,85,93.0,97.0
517,female,group E,some high school,free/reduced,none,married,regularly,yes,3.0,school_bus,< 5,45,54.0,58.0
518,female,group B,high school,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,80,89.0,84.0
521,male,group A,bachelor's degree,standard,completed,single,regularly,no,2.0,school_bus,< 5,47,47.0,51.0
522,male,group E,bachelor's degree,standard,none,single,sometimes,yes,2.0,school_bus,> 10,81,87.0,71.0
523,male,group C,some college,free/reduced,none,widowed,sometimes,yes,0.0,private,< 5,53,57.0,49.0
524,male,group B,associate's degree,standard,none,married,sometimes,yes,5.0,private,5 - 10,52,50.0,44.0
525,female,group B,some college,free/reduced,none,married,regularly,yes,2.0,private,< 5,44,58.0,60.0
526,female,group C,some college,free/reduced,completed,married,regularly,yes,2.0,school_bus,> 10,58,73.0,73.0
528,female,group C,some college,standard,completed,single,sometimes,no,3.0,school_bus,5 - 10,54,59.0,63.0
529,male,group B,some college,standard,none,single,never,no,2.0,school_bus,5 - 10,64,58.0,51.0
530,female,group C,high school,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,46,57.0,60.0
531,female,group C,some high school,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,64,76.0,75.0
532,female,group D,associate's degree,free/reduced,none,married,regularly,yes,3.0,school_bus,5 - 10,86,94.0,94.0
533,male,group B,some high school,standard,completed,married,regularly,no,4.0,school_bus,5 - 10,77,68.0,64.0
534,male,group B,master's degree,standard,none,single,sometimes,no,2.0,school_bus,> 10,75,61.0,66.0
535,female,group D,some high school,standard,completed,married,sometimes,yes,5.0,private,5 - 10,50,79.0,71.0
536,male,group E,some college,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,68,52.0,53.0
537,male,group B,high school,standard,completed,married,never,yes,2.0,school_bus,< 5,51,48.0,44.0
538,male,group C,master's degree,standard,completed,single,regularly,yes,1.0,school_bus,5 - 10,79,86.0,91.0
539,male,group C,associate's degree,standard,none,married,sometimes,yes,2.0,school_bus,< 5,87,77.0,78.0
540,female,group B,some college,free/reduced,none,single,never,no,2.0,school_bus,> 10,40,51.0,47.0
541,male,group E,bachelor's degree,standard,none,married,never,no,3.0,school_bus,5 - 10,80,75.0,75.0
542,male,group D,some college,free/reduced,none,single,regularly,yes,0.0,private,5 - 10,62,59.0,60.0
543,male,group B,associate's degree,standard,none,married,sometimes,yes,6.0,private,< 5,68,64.0,60.0
544,female,group C,high school,standard,none,married,sometimes,yes,2.0,private,< 5,73,82.0,78.0
545,female,group C,associate's degree,standard,none,married,sometimes,no,4.0,school_bus,5 - 10,52,68.0,68.0
546,male,group D,associate's degree,standard,completed,married,sometimes,yes,3.0,private,5 - 10,87,88.0,92.0
547,male,group A,high school,standard,completed,divorced,regularly,yes,3.0,private,5 - 10,69,75.0,69.0
549,male,group E,some high school,free/reduced,none,married,never,yes,2.0,private,5 - 10,45,48.0,46.0
550,female,group C,bachelor's degree,standard,completed,married,sometimes,yes,0.0,school_bus,< 5,67,82.0,82.0
551,female,group C,associate's degree,standard,none,married,never,yes,2.0,private,< 5,47,50.0,53.0
552,female,group D,some college,free/reduced,none,married,never,yes,4.0,school_bus,5 - 10,70,79.0,76.0
553,male,group B,bachelor's degree,standard,completed,single,sometimes,no,1.0,school_bus,> 10,91,95.0,89.0
554,female,group B,high school,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,33,49.0,49.0
555,female,group E,some high school,standard,none,married,regularly,yes,3.0,private,5 - 10,78,82.0,82.0
556,female,group D,some college,standard,none,divorced,sometimes,yes,4.0,school_bus,> 10,92,92.0,93.0
558,female,group E,some high school,standard,none,married,sometimes,yes,4.0,private,> 10,76,81.0,72.0
559,male,group D,associate's degree,standard,completed,single,sometimes,no,3.0,school_bus,5 - 10,82,78.0,78.0
560,male,group C,high school,standard,completed,married,sometimes,yes,3.0,private,> 10,69,71.0,64.0
561,female,group D,associate's degree,standard,completed,married,sometimes,no,4.0,school_bus,> 10,65,64.0,77.0
562,male,group A,high school,standard,completed,married,regularly,yes,1.0,school_bus,5 - 10,67,71.0,68.0
563,female,group A,master's degree,standard,none,married,sometimes,yes,1.0,private,> 10,100,100.0,98.0
564,male,group C,some high school,standard,completed,single,sometimes,yes,2.0,private,< 5,60,63.0,57.0
565,male,group C,some college,free/reduced,none,married,sometimes,yes,4.0,school_bus,< 5,62,56.0,53.0
566,male,group C,associate's degree,standard,none,married,sometimes,yes,5.0,private,5 - 10,75,62.0,63.0
567,female,group C,associate's degree,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,66,70.0,64.0
568,female,group D,some high school,standard,completed,married,regularly,yes,3.0,private,5 - 10,72,86.0,90.0
569,female,group C,high school,standard,none,married,sometimes,no,2.0,private,5 - 10,40,49.0,48.0
570,female,group E,high school,free/reduced,completed,married,sometimes,no,3.0,private,5 - 10,79,86.0,83.0
571,female,group E,master's degree,standard,none,widowed,regularly,yes,1.0,school_bus,5 - 10,80,90.0,88.0
572,female,group D,associate's degree,standard,completed,married,regularly,no,1.0,private,5 - 10,52,66.0,68.0
573,male,group E,bachelor's degree,standard,completed,married,regularly,no,1.0,private,5 - 10,70,65.0,70.0
574,male,group D,master's degree,standard,none,married,sometimes,yes,0.0,private,> 10,95,88.0,88.0
575,male,group D,some college,standard,completed,single,regularly,yes,6.0,private,5 - 10,63,54.0,58.0
576,male,group C,some high school,standard,none,married,sometimes,no,4.0,private,5 - 10,54,56.0,50.0
577,female,group C,bachelor's degree,free/reduced,none,married,regularly,no,3.0,school_bus,5 - 10,41,64.0,61.0
578,male,group B,some college,free/reduced,completed,married,regularly,no,2.0,school_bus,> 10,57,63.0,65.0
579,male,group E,some college,free/reduced,none,married,regularly,yes,3.0,school_bus,5 - 10,52,48.0,45.0
580,male,group C,high school,free/reduced,completed,married,sometimes,yes,4.0,private,< 5,50,57.0,53.0
581,female,group E,high school,free/reduced,none,married,regularly,no,1.0,school_bus,5 - 10,61,65.0,53.0
582,female,group A,high school,free/reduced,none,married,never,yes,5.0,school_bus,5 - 10,41,54.0,47.0
584,male,group C,some high school,standard,none,married,regularly,yes,0.0,school_bus,< 5,83,88.0,81.0
585,male,group B,high school,standard,none,single,sometimes,yes,2.0,private,5 - 10,66,68.0,58.0
586,female,group C,some high school,free/reduced,none,single,sometimes,yes,1.0,school_bus,5 - 10,37,45.0,47.0
587,male,group C,some college,standard,none,married,sometimes,no,2.0,private,< 5,68,67.0,60.0
588,male,group D,bachelor's degree,standard,none,married,sometimes,yes,3.0,private,5 - 10,77,63.0,63.0
589,female,group C,associate's degree,free/reduced,none,married,regularly,yes,3.0,school_bus,5 - 10,61,66.0,64.0
590,male,group B,some college,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,83,82.0,76.0
591,male,group D,some high school,standard,completed,married,sometimes,no,1.0,private,> 10,86,92.0,82.0
592,female,group E,bachelor's degree,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,88,90.0,85.0
593,female,group C,high school,standard,none,divorced,regularly,yes,2.0,school_bus,> 10,79,74.0,73.0
594,male,group D,bachelor's degree,standard,none,married,sometimes,no,2.0,private,5 - 10,85,76.0,74.0
595,male,group E,associate's degree,free/reduced,completed,divorced,regularly,yes,1.0,private,> 10,97,98.0,97.0
596,female,group D,high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,64,77.0,72.0
597,female,group C,master's degree,free/reduced,completed,divorced,never,yes,6.0,private,> 10,59,72.0,68.0
598,male,group B,some college,standard,none,married,sometimes,yes,1.0,school_bus,< 5,69,68.0,61.0
599,male,group D,some college,standard,completed,single,regularly,yes,1.0,private,5 - 10,58,51.0,57.0
600,male,group E,bachelor's degree,standard,none,married,sometimes,yes,0.0,private,< 5,90,77.0,80.0
601,female,group C,high school,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,49,55.0,60.0
602,male,group C,associate's degree,free/reduced,completed,married,sometimes,yes,6.0,private,5 - 10,81,87.0,88.0
603,female,group C,bachelor's degree,free/reduced,none,married,never,no,3.0,school_bus,5 - 10,78,79.0,80.0
